centreline_id,arterycode,linear_name,description,comment
30064466,13619,,,change mapping to CL 30064466
30096653,13676,,,change mapping to CL 30096653
30096653,13677,,,change mapping to CL 30096653
30099516,13729,,,change mapping to CL 30099516
30005215,13855,,,change mapping to CL 30005215
20041068,13857,,,change mapping to CL 20041068
30005215,13863,,,change mapping to CL 30005215
30097140,13930,,,change mapping to CL 30097140
20119895,13980,,,change mapping to CL 20119895
20119895,13981,,,change mapping to CL 20119895
20118124,13991,,,change mapping to CL 20118124
20118124,13992,,,change mapping to CL 20118124
14048399,13993,,,change mapping to CL 14048399
14048399,13994,,,change mapping to CL 14048399
30040751,14010,,,change mapping to CL 30040751
30006085,14027,,,change mapping to CL 30006085
30006085,14028,,,change mapping to CL 30006085
30073946,14074,,,change mapping to CL 30073946
30073946,14075,,,change mapping to CL 30073946
20062333,14109,,,change mapping to CL 20062333
30009599,14136,,,change mapping to CL 30009599
30009599,14137,,,change mapping to CL 30009599
30077474,14146,,,change mapping to CL 30077474
30077474,14147,,,change mapping to CL 30077474
30102514,14180,,,change mapping to CL 30102514
30102514,14181,,,change mapping to CL 30102514
20055966,14182,,,change mapping to CL 20055966
20055966,14183,,,change mapping to CL 20055966
20080167,14253,,,change mapping to CL 20080167
20040861,14285,,,change mapping to CL 20040861
30093617,14293,,,change mapping to CL 30093617
30093617,14295,,,change mapping to CL 30093617
30001167,14366,,,change mapping to CL 30001167
30001167,14368,,,change mapping to CL 30001167
20040996,14418,,,change mapping to CL 20040996
20040996,14419,,,change mapping to CL 20040996
30001173,14447,,,change mapping to CL 30001173
30006102,14454,,,change mapping to CL 30006102
30006102,14456,,,change mapping to CL 30006102
30003826,14566,,,change mapping to CL 30003826
30003826,14567,,,change mapping to CL 30003826
30078583,14584,,,change mapping to CL 30078583
14672015,14593,,,change mapping to CL 14672015
14672015,14594,,,change mapping to CL 14672015
30078723,14602,,,change mapping to CL 30078723
20043984,14609,,,change mapping to CL 20043984
30020765,14620,,,change mapping to CL 30020765
20230538,14640,,,change mapping to CL 20230538
30077479,14656,,,change mapping to CL 30077479
30077479,14657,,,change mapping to CL 30077479
30074468,14676,,,change mapping to CL 30074468
30074468,14677,,,change mapping to CL 30074468
436101,14774,,,change mapping to CL 436101
30010686,14912,,,change mapping to CL 30010686
30076037,14914,,,change mapping to CL 30076037
30037448,14922,,,change mapping to CL 30037448
30037448,14923,,,change mapping to CL 30037448
30037449,14924,,,change mapping to CL 30037449
30037449,14925,,,change mapping to CL 30037449
10223459,14930,,,change mapping to CL 10223459
10223459,14931,,,change mapping to CL 10223459
10223459,14932,,,change mapping to CL 10223459
20054128,14933,,,change mapping to CL 20054128
30102187,14936,,,change mapping to CL 30102187
20259264,15054,,,change mapping to CL 20259264
20259264,15055,,,change mapping to CL 20259264
30040145,15113,,,change mapping to CL 30040145
30040145,15114,,,change mapping to CL 30040145
30012405,15115,,,change mapping to CL 30012405
30012405,15116,,,change mapping to CL 30012405
30101527,15133,,,change mapping to CL 30101527
30101527,15134,,,change mapping to CL 30101527
30004875,15176,,,change mapping to CL 30004875
30021289,15177,,,change mapping to CL 30021289
30021289,15178,,,change mapping to CL 30021289
30083412,15179,,,change mapping to CL 30083412
30083412,15180,,,change mapping to CL 30083412
14672419,15197,,,change mapping to CL 14672419
14672419,15198,,,change mapping to CL 14672419
30102521,15205,,,change mapping to CL 30102521
30102521,15206,,,change mapping to CL 30102521
30072619,15229,,,change mapping to CL 30072619
30072619,15230,,,change mapping to CL 30072619
11533920,15233,,,change mapping to CL 11533920
11533920,15234,,,change mapping to CL 11533920
30066201,15235,,,change mapping to CL 30066201
30066201,15236,,,change mapping to CL 30066201
30096517,15237,,,change mapping to CL 30096517
30096517,15238,,,change mapping to CL 30096517
20050749,15278,,,change mapping to CL 20050749
20062053,15285,,,change mapping to CL 20062053
20062053,15286,,,change mapping to CL 20062053
30094040,15290,,,change mapping to CL 30094040
30094040,15291,,,change mapping to CL 30094040
30067794,15295,,,change mapping to CL 30067794
30067794,15296,,,change mapping to CL 30067794
20042372,15313,,,change mapping to CL 20042372
20042372,15314,,,change mapping to CL 20042372
20042271,15315,,,change mapping to CL 20042271
20042271,15316,,,change mapping to CL 20042271
105432,15363,,,change mapping to CL 105432
105432,15364,,,change mapping to CL 105432
20042835,15433,,,change mapping to CL 20042835
20042835,15434,,,change mapping to CL 20042835
20042815,15441,,,change mapping to CL 20042815
20042815,15442,,,change mapping to CL 20042815
30055960,15470,,,change mapping to CL 30055960
30055960,15471,,,change mapping to CL 30055960
20167711,15490,,,change mapping to CL 20167711
30024549,15507,,,change mapping to CL 30024549
30024549,15508,,,change mapping to CL 30024549
20098027,15529,,,change mapping to CL 20098027
20098027,15530,,,change mapping to CL 20098027
30075961,15604,,,change mapping to CL 30075961
30075961,15605,,,change mapping to CL 30075961
30073984,15619,,,change mapping to CL 30073984
30073984,15620,,,change mapping to CL 30073984
30007221,15635,,,change mapping to CL 30007221
30007221,15636,,,change mapping to CL 30007221
30102187,15643,,,change mapping to CL 30102187
30017202,15662,,,change mapping to CL 30017202
30017202,15663,,,change mapping to CL 30017202
30015799,15678,,,change mapping to CL 30015799
30015799,15679,,,change mapping to CL 30015799
30097144,15689,,,change mapping to CL 30097144
30097144,15690,,,change mapping to CL 30097144
30022724,15704,,,change mapping to CL 30022724
30022724,15705,,,change mapping to CL 30022724
30003879,15740,,,change mapping to CL 30003879
444426,15773,,,change mapping to CL 444426
20167711,15820,,,change mapping to CL 20167711
30038669,15828,,,change mapping to CL 30038669
30038669,15829,,,change mapping to CL 30038669
30064466,15833,,,change mapping to CL 30064466
30019278,15835,,,change mapping to CL 30019278
30019278,15836,,,change mapping to CL 30019278
14049225,15841,,,change mapping to CL 14049225
14049225,15842,,,change mapping to CL 14049225
30019302,15850,,,change mapping to CL 30019302
30019302,15851,,,change mapping to CL 30019302
30066809,15869,,,change mapping to CL 30066809
30066809,15870,,,change mapping to CL 30066809
30017515,15898,,,change mapping to CL 30017515
30017515,15899,,,change mapping to CL 30017515
30102889,15904,,,change mapping to CL 30102889
30102889,15905,,,change mapping to CL 30102889
30066197,15906,,,change mapping to CL 30066197
30066197,15907,,,change mapping to CL 30066197
20043163,15914,,,change mapping to CL 20043163
20043163,15915,,,change mapping to CL 20043163
30013698,15916,,,change mapping to CL 30013698
30013698,15917,,,change mapping to CL 30013698
30062719,15922,,,change mapping to CL 30062719
30062720,15923,,,change mapping to CL 30062720
30097147,16070,,,change mapping to CL 30097147
30097147,16071,,,change mapping to CL 30097147
20112629,16106,,,change mapping to CL 20112629
20112629,16107,,,change mapping to CL 20112629
30072777,16114,,,change mapping to CL 30072777
30072777,16115,,,change mapping to CL 30072777
20004286,16118,,,change mapping to CL 20004286
20004286,16119,,,change mapping to CL 20004286
30072779,16128,,,change mapping to CL 30072779
30072779,16129,,,change mapping to CL 30072779
30062848,16132,,,change mapping to CL 30062848
30015011,16133,,,change mapping to CL 30015011
30001865,16212,,,change mapping to CL 30001865
11485087,16227,,,change mapping to CL 11485087
11485087,16228,,,change mapping to CL 11485087
11485087,16229,,,change mapping to CL 11485087
20161371,16301,,,change mapping to CL 20161371
30075923,16308,,,change mapping to CL 30075923
20091891,16311,,,change mapping to CL 20091891
20091891,16313,,,change mapping to CL 20091891
30100040,16325,,,change mapping to CL 30100040
30100040,16326,,,change mapping to CL 30100040
30092053,16327,,,change mapping to CL 30092053
30006407,16329,,,change mapping to CL 30006407
20111834,16340,,,change mapping to CL 20111834
20111834,16341,,,change mapping to CL 20111834
30059892,16347,,,change mapping to CL 30059892
20042638,16353,,,change mapping to CL 20042638
20042638,16354,,,change mapping to CL 20042638
20050222,16376,,,change mapping to CL 20050222
30010686,16395,,,change mapping to CL 30010686
30021760,16398,,,change mapping to CL 30021760
30021760,16400,,,change mapping to CL 30021760
20062384,16417,,,change mapping to CL 20062384
20042597,16425,,,change mapping to CL 20042597
20058753,16435,,,change mapping to CL 20058753
30007944,16493,,,change mapping to CL 30007944
20040861,16496,,,change mapping to CL 20040861
30005904,16497,,,change mapping to CL 30005904
30071118,16498,,,change mapping to CL 30071118
30000657,16511,,,change mapping to CL 30000657
20050222,16512,,,change mapping to CL 20050222
20062384,16514,,,change mapping to CL 20062384
20041963,16631,,,change mapping to CL 20041963
20041963,16633,,,change mapping to CL 20041963
14067617,16650,,,change mapping to CL 14067617
14067617,16651,,,change mapping to CL 14067617
14067645,16652,,,change mapping to CL 14067645
14067645,16653,,,change mapping to CL 14067645
20078673,16669,,,change mapping to CL 20078673
20078673,16680,,,change mapping to CL 20078673
30020765,16700,,,change mapping to CL 30020765
14063435,16702,,,change mapping to CL 14063435
30073904,16703,,,change mapping to CL 30073904
30073904,16704,,,change mapping to CL 30073904
20051203,16733,,,change mapping to CL 20051203
20051203,16734,,,change mapping to CL 20051203
20080446,16740,,,change mapping to CL 20080446
20080446,16741,,,change mapping to CL 20080446
14063800,16744,,,change mapping to CL 14063800
14063800,16746,,,change mapping to CL 14063800
14067651,16747,,,change mapping to CL 14067651
14067765,16748,,,change mapping to CL 14067765
14067651,16749,,,change mapping to CL 14067651
14067765,16750,,,change mapping to CL 14067765
14673158,20151,,,change mapping to CL 14673158
14673158,20155,,,change mapping to CL 14673158
30091836,20199,,,change mapping to CL 30091836
30091836,20202,,,change mapping to CL 30091836
20357131,20234,,,change mapping to CL 20357131
20357131,20235,,,change mapping to CL 20357131
14044198,20252,,,change mapping to CL 14044198
14044198,20257,,,change mapping to CL 14044198
20034508,20306,,,change mapping to CL 20034508
20034508,20307,,,change mapping to CL 20034508
20141209,20308,,,change mapping to CL 20141209
20034542,20309,,,change mapping to CL 20034542
20034583,20310,,,change mapping to CL 20034583
20141210,20311,,,change mapping to CL 20141210
30021786,20318,,,change mapping to CL 30021786
30078127,20325,,,change mapping to CL 30078127
30078127,20326,,,change mapping to CL 30078127
30102654,20328,,,change mapping to CL 30102654
30098910,20339,,,change mapping to CL 30098910
30012734,20347,,,change mapping to CL 30012734
30012734,20348,,,change mapping to CL 30012734
30021217,20386,,,change mapping to CL 30021217
30019603,20387,,,change mapping to CL 30019603
30019603,20388,,,change mapping to CL 30019603
20054530,20419,,,change mapping to CL 20054530
20054530,20420,,,change mapping to CL 20054530
436101,20435,,,change mapping to CL 436101
20117646,20446,,,change mapping to CL 20117646
20052473,20451,,,change mapping to CL 20052473
30002264,20465,,,change mapping to CL 30002264
30067304,20469,,,change mapping to CL 30067304
20048547,20471,,,change mapping to CL 20048547
30103012,20481,,,change mapping to CL 30103012
30069654,20485,,,change mapping to CL 30069654
908520,20502,,,change mapping to CL 908520
908520,20503,,,change mapping to CL 908520
30039478,20515,,,change mapping to CL 30039478
30039482,20516,,,change mapping to CL 30039482
30005878,20518,,,change mapping to CL 30005878
30073955,20525,,,change mapping to CL 30073955
30000677,20527,,,change mapping to CL 30000677
438191,20528,,,change mapping to CL 438191
30069693,20566,,,change mapping to CL 30069693
30057166,20584,,,change mapping to CL 30057166
30073468,20590,,,change mapping to CL 30073468
30037531,20597,,,change mapping to CL 30037531
30037531,20598,,,change mapping to CL 30037531
30071380,20612,,,change mapping to CL 30071380
30071380,20613,,,change mapping to CL 30071380
30098045,20646,,,change mapping to CL 30098045
20234073,20649,,,change mapping to CL 20234073
20234073,20651,,,change mapping to CL 20234073
30061212,20663,,,change mapping to CL 30061212
30006790,20666,,,change mapping to CL 30006790
30006790,20670,,,change mapping to CL 30006790
20059734,20673,,,change mapping to CL 20059734
20059734,20674,,,change mapping to CL 20059734
20235495,20687,,,change mapping to CL 20235495
30058049,20691,,,change mapping to CL 30058049
20235495,20694,,,change mapping to CL 20235495
30058049,20700,,,change mapping to CL 30058049
20045915,20704,,,change mapping to CL 20045915
20043896,20710,,,change mapping to CL 20043896
30098662,20717,,,change mapping to CL 30098662
30098662,20719,,,change mapping to CL 30098662
20043896,20720,,,change mapping to CL 20043896
20045915,20759,,,change mapping to CL 20045915
30075933,20777,,,change mapping to CL 30075933
30075933,20783,,,change mapping to CL 30075933
30084819,20797,,,change mapping to CL 30084819
30084819,20798,,,change mapping to CL 30084819
20113063,20802,,,change mapping to CL 20113063
20113063,20803,,,change mapping to CL 20113063
20033126,20809,,,change mapping to CL 20033126
20033126,20810,,,change mapping to CL 20033126
30020932,20827,,,change mapping to CL 30020932
30020932,20828,,,change mapping to CL 30020932
20040951,20844,,,change mapping to CL 20040951
20040951,20845,,,change mapping to CL 20040951
30100004,20930,,,change mapping to CL 30100004
30071758,20945,,,change mapping to CL 30071758
30071758,20946,,,change mapping to CL 30071758
20043855,20972,,,change mapping to CL 20043855
20043855,20973,,,change mapping to CL 20043855
3369767,20981,,,change mapping to CL 3369767
3369767,20982,,,change mapping to CL 3369767
30057972,20999,,,change mapping to CL 30057972
443573,21000,,,change mapping to CL 443573
30006407,21009,,,change mapping to CL 30006407
30098047,21046,,,change mapping to CL 30098047
30098047,21047,,,change mapping to CL 30098047
30044636,21064,,,change mapping to CL 30044636
30044636,21065,,,change mapping to CL 30044636
30084195,21091,,,change mapping to CL 30084195
30036315,21103,,,change mapping to CL 30036315
30036315,21104,,,change mapping to CL 30036315
30095864,21108,,,change mapping to CL 30095864
30095864,21109,,,change mapping to CL 30095864
30013123,21114,,,change mapping to CL 30013123
30013123,21115,,,change mapping to CL 30013123
20043826,21120,,,change mapping to CL 20043826
20043826,21121,,,change mapping to CL 20043826
20043845,21126,,,change mapping to CL 20043845
20043845,21127,,,change mapping to CL 20043845
20043753,21134,,,change mapping to CL 20043753
20043753,21135,,,change mapping to CL 20043753
20043911,21136,,,change mapping to CL 20043911
20043911,21137,,,change mapping to CL 20043911
20043792,21140,,,change mapping to CL 20043792
20043792,21141,,,change mapping to CL 20043792
20043784,21144,,,change mapping to CL 20043784
20043784,21145,,,change mapping to CL 20043784
20045854,21221,,,change mapping to CL 20045854
20045854,21222,,,change mapping to CL 20045854
30053442,21223,,,change mapping to CL 30053442
30053442,21224,,,change mapping to CL 30053442
30005904,21239,,,change mapping to CL 30005904
30058165,21257,,,change mapping to CL 30058165
30058165,21258,,,change mapping to CL 30058165
30073584,21276,,,change mapping to CL 30073584
30073584,21277,,,change mapping to CL 30073584
20040662,21319,,,change mapping to CL 20040662
20040662,21320,,,change mapping to CL 20040662
30097791,21329,,,change mapping to CL 30097791
30097791,21330,,,change mapping to CL 30097791
30100689,21457,,,change mapping to CL 30100689
30100689,21458,,,change mapping to CL 30100689
30096081,21496,,,change mapping to CL 30096081
30096081,21497,,,change mapping to CL 30096081
30093824,21519,,,change mapping to CL 30093824
30093824,21522,,,change mapping to CL 30093824
20041134,21533,,,change mapping to CL 20041134
20041134,21536,,,change mapping to CL 20041134
20041255,21559,,,change mapping to CL 20041255
20041255,21561,,,change mapping to CL 20041255
30093575,21572,,,change mapping to CL 30093575
30093575,21574,,,change mapping to CL 30093575
20040772,21626,,,change mapping to CL 20040772
20040772,21628,,,change mapping to CL 20040772
30006925,21699,,,change mapping to CL 30006925
30006925,21702,,,change mapping to CL 30006925
30006783,21719,,,change mapping to CL 30006783
30006783,21724,,,change mapping to CL 30006783
30086514,21728,,,change mapping to CL 30086514
30093500,21760,,,change mapping to CL 30093500
30093500,21761,,,change mapping to CL 30093500
30020372,21765,,,change mapping to CL 30020372
30062506,21815,,,change mapping to CL 30062506
30062506,21816,,,change mapping to CL 30062506
30097206,21837,,,change mapping to CL 30097206
30097206,21841,,,change mapping to CL 30097206
30103142,21849,,,change mapping to CL 30103142
20040583,21850,,,change mapping to CL 20040583
20040583,21859,,,change mapping to CL 20040583
30103142,21864,,,change mapping to CL 30103142
30097367,21871,,,change mapping to CL 30097367
30097367,21872,,,change mapping to CL 30097367
20051185,21902,,,change mapping to CL 20051185
20051185,21903,,,change mapping to CL 20051185
30043805,21918,,,change mapping to CL 30043805
30043805,21919,,,change mapping to CL 30043805
20043258,21941,,,change mapping to CL 20043258
20043258,21943,,,change mapping to CL 20043258
30043811,21947,,,change mapping to CL 30043811
30043811,21948,,,change mapping to CL 30043811
30094209,21950,,,change mapping to CL 30094209
20229268,21963,,,change mapping to CL 20229268
30058083,21967,,,change mapping to CL 30058083
30058083,21969,,,change mapping to CL 30058083
30004745,21989,,,change mapping to CL 30004745
30004709,22009,,,change mapping to CL 30004709
30004709,22011,,,change mapping to CL 30004709
30039456,22012,,,change mapping to CL 30039456
30039456,22013,,,change mapping to CL 30039456
20041139,22019,,,change mapping to CL 20041139
20041139,22023,,,change mapping to CL 20041139
30004508,22064,,,change mapping to CL 30004508
30004508,22067,,,change mapping to CL 30004508
30058389,22127,,,change mapping to CL 30058389
30092972,22136,,,change mapping to CL 30092972
20042750,22145,,,change mapping to CL 20042750
20042750,22146,,,change mapping to CL 20042750
30034820,22165,,,change mapping to CL 30034820
30034820,22166,,,change mapping to CL 30034820
30093433,22169,,,change mapping to CL 30093433
30093433,22170,,,change mapping to CL 30093433
30075978,22210,,,change mapping to CL 30075978
30075978,22211,,,change mapping to CL 30075978
30032639,22219,,,change mapping to CL 30032639
30032639,22220,,,change mapping to CL 30032639
30074003,22252,,,change mapping to CL 30074003
30074003,22253,,,change mapping to CL 30074003
30097424,22254,,,change mapping to CL 30097424
30097424,22255,,,change mapping to CL 30097424
20041127,22258,,,change mapping to CL 20041127
20041127,22259,,,change mapping to CL 20041127
30092951,22264,,,change mapping to CL 30092951
30092951,22265,,,change mapping to CL 30092951
30038863,22301,,,change mapping to CL 30038863
30038863,22302,,,change mapping to CL 30038863
30092972,22348,,,change mapping to CL 30092972
30100304,22349,,,change mapping to CL 30100304
30100304,22350,,,change mapping to CL 30100304
20062172,22409,,,change mapping to CL 20062172
30080647,22418,,,change mapping to CL 30080647
30080647,22419,,,change mapping to CL 30080647
30060533,22459,,,change mapping to CL 30060533
30060533,22460,,,change mapping to CL 30060533
20044422,22463,,,change mapping to CL 20044422
20052707,22464,,,change mapping to CL 20052707
20062243,22467,,,change mapping to CL 20062243
20062243,22468,,,change mapping to CL 20062243
30062714,22475,,,change mapping to CL 30062714
30062714,22476,,,change mapping to CL 30062714
30059665,22555,,,change mapping to CL 30059665
30059665,22556,,,change mapping to CL 30059665
30059631,22557,,,change mapping to CL 30059631
30059631,22559,,,change mapping to CL 30059631
30098693,22562,,,change mapping to CL 30098693
30017432,22575,,,change mapping to CL 30017432
30017432,22576,,,change mapping to CL 30017432
30012612,22610,,,change mapping to CL 30012612
20041245,22634,,,change mapping to CL 20041245
20041245,22635,,,change mapping to CL 20041245
20041730,22682,,,change mapping to CL 20041730
20041730,22683,,,change mapping to CL 20041730
20042845,22686,,,change mapping to CL 20042845
20042845,22687,,,change mapping to CL 20042845
30085820,22707,,,change mapping to CL 30085820
30085820,22709,,,change mapping to CL 30085820
20062321,22805,,,change mapping to CL 20062321
20062321,22806,,,change mapping to CL 20062321
20033814,22835,,,change mapping to CL 20033814
20033814,22836,,,change mapping to CL 20033814
30076020,22846,,,change mapping to CL 30076020
30076020,22847,,,change mapping to CL 30076020
20040308,22857,,,change mapping to CL 20040308
20040308,22858,,,change mapping to CL 20040308
7336739,22859,,,change mapping to CL 7336739
7336739,22860,,,change mapping to CL 7336739
913972,22862,,,change mapping to CL 913972
913972,22863,,,change mapping to CL 913972
10618658,22871,,,change mapping to CL 10618658
10618658,22872,,,change mapping to CL 10618658
914084,22873,,,change mapping to CL 914084
30076037,22887,,,change mapping to CL 30076037
30076037,22888,,,change mapping to CL 30076037
20039264,22928,,,change mapping to CL 20039264
20040608,22932,,,change mapping to CL 20040608
20040608,22934,,,change mapping to CL 20040608
30073968,22941,,,change mapping to CL 30073968
30073968,22942,,,change mapping to CL 30073968
30035848,22947,,,change mapping to CL 30035848
30035848,22949,,,change mapping to CL 30035848
20040745,22967,,,change mapping to CL 20040745
20043917,22968,,,change mapping to CL 20043917
20040745,22969,,,change mapping to CL 20040745
20043917,22970,,,change mapping to CL 20043917
20233932,23003,,,change mapping to CL 20233932
20233932,23004,,,change mapping to CL 20233932
30015633,23006,,,change mapping to CL 30015633
30015633,23008,,,change mapping to CL 30015633
20040710,23010,,,change mapping to CL 20040710
20040676,23013,,,change mapping to CL 20040676
20040676,23015,,,change mapping to CL 20040676
30074318,23021,,,change mapping to CL 30074318
30074318,23023,,,change mapping to CL 30074318
20040689,23025,,,change mapping to CL 20040689
20040689,23028,,,change mapping to CL 20040689
20040559,23030,,,change mapping to CL 20040559
20040559,23032,,,change mapping to CL 20040559
20040727,23037,,,change mapping to CL 20040727
20040727,23039,,,change mapping to CL 20040727
20050465,23073,,,change mapping to CL 20050465
20039084,23078,,,change mapping to CL 20039084
8260283,23088,,,change mapping to CL 8260283
14066698,23108,,,change mapping to CL 14066698
14066698,23109,,,change mapping to CL 14066698
11467214,23111,,,change mapping to CL 11467214
30064505,23117,,,change mapping to CL 30064505
30064879,23118,,,change mapping to CL 30064879
9360,23119,,,change mapping to CL 9360
9360,23120,,,change mapping to CL 9360
7257489,23121,,,change mapping to CL 7257489
7257489,23122,,,change mapping to CL 7257489
913167,23130,,,change mapping to CL 913167
30067946,23139,,,change mapping to CL 30067946
30017819,23142,,,change mapping to CL 30017819
30017812,23147,,,change mapping to CL 30017812
20048143,23162,,,change mapping to CL 20048143
20048143,23163,,,change mapping to CL 20048143
30093142,23172,,,change mapping to CL 30093142
30069697,23180,,,change mapping to CL 30069697
20052811,23187,,,change mapping to CL 20052811
20077963,23189,,,change mapping to CL 20077963
20139637,23198,,,change mapping to CL 20139637
20259956,23206,,,change mapping to CL 20259956
111712,23215,,,change mapping to CL 111712
111712,23216,,,change mapping to CL 111712
444426,23222,,,change mapping to CL 444426
106971,23223,,,change mapping to CL 106971
30057506,23239,,,change mapping to CL 30057506
10223459,23241,,,change mapping to CL 10223459
30076945,23248,,,change mapping to CL 30076945
20058753,23269,,,change mapping to CL 20058753
20042558,23292,,,change mapping to CL 20042558
30101273,23295,,,change mapping to CL 30101273
30005754,23342,,,change mapping to CL 30005754
14668493,23374,,,change mapping to CL 14668493
20091987,23382,,,change mapping to CL 20091987
20062250,23413,,,change mapping to CL 20062250
30017340,23414,,,change mapping to CL 30017340
30102895,23418,,,change mapping to CL 30102895
30097612,23422,,,change mapping to CL 30097612
30037678,23425,,,change mapping to CL 30037678
30091375,23426,,,change mapping to CL 30091375
30074711,23436,,,change mapping to CL 30074711
30102895,23444,,,change mapping to CL 30102895
30017341,23451,,,change mapping to CL 30017341
30017341,23452,,,change mapping to CL 30017341
30074711,23454,,,change mapping to CL 30074711
30087997,23456,,,change mapping to CL 30087997
30057153,23490,,,change mapping to CL 30057153
30057160,23492,,,change mapping to CL 30057160
30102413,23495,,,change mapping to CL 30102413
30063895,23515,,,change mapping to CL 30063895
30001036,23516,,,change mapping to CL 30001036
30103105,23532,,,change mapping to CL 30103105
440499,23538,,,change mapping to CL 440499
440499,23539,,,change mapping to CL 440499
439138,23541,,,change mapping to CL 439138
439138,23549,,,change mapping to CL 439138
443573,23553,,,change mapping to CL 443573
20059729,23575,,,change mapping to CL 20059729
30057014,23584,,,change mapping to CL 30057014
30092432,23586,,,change mapping to CL 30092432
443573,23587,,,change mapping to CL 443573
443573,23588,,,change mapping to CL 443573
30040600,23621,,,change mapping to CL 30040600
30040600,23624,,,change mapping to CL 30040600
20042465,23625,,,change mapping to CL 20042465
30000874,23643,,,change mapping to CL 30000874
20052374,23647,,,change mapping to CL 20052374
30044212,23657,,,change mapping to CL 30044212
30000874,23671,,,change mapping to CL 30000874
20052374,23675,,,change mapping to CL 20052374
30044212,23680,,,change mapping to CL 30044212
30068224,23709,,,change mapping to CL 30068224
30053056,23731,,,change mapping to CL 30053056
30015984,23770,,,change mapping to CL 30015984
30015984,23776,,,change mapping to CL 30015984
30063773,23788,,,change mapping to CL 30063773
30095771,23791,,,change mapping to CL 30095771
20042384,23792,,,change mapping to CL 20042384
30063777,23794,,,change mapping to CL 30063777
20042247,23796,,,change mapping to CL 20042247
20042396,23798,,,change mapping to CL 20042396
30063773,23799,,,change mapping to CL 30063773
30095771,23801,,,change mapping to CL 30095771
20042384,23802,,,change mapping to CL 20042384
30063777,23804,,,change mapping to CL 30063777
20042396,23807,,,change mapping to CL 20042396
30096366,23847,,,change mapping to CL 30096366
30096366,23857,,,change mapping to CL 30096366
30001674,23879,,,change mapping to CL 30001674
111724,23885,,,change mapping to CL 111724
30064857,23896,,,change mapping to CL 30064857
20235608,23908,,,change mapping to CL 20235608
111724,23911,,,change mapping to CL 111724
111724,23912,,,change mapping to CL 111724
30075995,23915,,,change mapping to CL 30075995
439282,23920,,,change mapping to CL 439282
30076797,23940,,,change mapping to CL 30076797
30000493,23944,,,change mapping to CL 30000493
20043967,23993,,,change mapping to CL 20043967
30023226,24022,,,change mapping to CL 30023226
20041822,24023,,,change mapping to CL 20041822
30023226,24026,,,change mapping to CL 30023226
20050866,24084,,,change mapping to CL 20050866
30012424,24086,,,change mapping to CL 30012424
30081981,24096,,,change mapping to CL 30081981
30081981,24097,,,change mapping to CL 30081981
30044203,24099,,,change mapping to CL 30044203
30074600,24109,,,change mapping to CL 30074600
30080160,24149,,,change mapping to CL 30080160
30080155,24150,,,change mapping to CL 30080155
30029400,24189,,,change mapping to CL 30029400
30003463,24191,,,change mapping to CL 30003463
30003463,24192,,,change mapping to CL 30003463
30012696,24245,,,change mapping to CL 30012696
30059921,24279,,,change mapping to CL 30059921
30060762,24293,,,change mapping to CL 30060762
30007946,24327,,,change mapping to CL 30007946
20113016,24333,,,change mapping to CL 20113016
30075964,24385,,,change mapping to CL 30075964
436492,24389,,,change mapping to CL 436492
436492,24390,,,change mapping to CL 436492
30029395,24405,,,change mapping to CL 30029395
30074733,24413,,,change mapping to CL 30074733
540,24414,,,change mapping to CL 540
20041829,24419,,,change mapping to CL 20041829
30065981,24420,,,change mapping to CL 30065981
30001784,24421,,,change mapping to CL 30001784
30096274,24459,,,change mapping to CL 30096274
20233507,24460,,,change mapping to CL 20233507
20233507,24461,,,change mapping to CL 20233507
30069554,24466,,,change mapping to CL 30069554
20062227,24478,,,change mapping to CL 20062227
30098250,24501,,,change mapping to CL 30098250
20040766,24507,,,change mapping to CL 20040766
20033798,24519,,,change mapping to CL 20033798
20043117,24520,,,change mapping to CL 20043117
20043015,24521,,,change mapping to CL 20043015
20044957,24550,,,change mapping to CL 20044957
20043164,24566,,,change mapping to CL 20043164
30069175,24652,,,change mapping to CL 30069175
30069175,24653,,,change mapping to CL 30069175
14045104,24673,,,change mapping to CL 14045104
14045104,24674,,,change mapping to CL 14045104
20056850,24686,,,change mapping to CL 20056850
20056850,24687,,,change mapping to CL 20056850
7986341,24688,,,change mapping to CL 7986341
7986341,24690,,,change mapping to CL 7986341
14173474,24697,,,change mapping to CL 14173474
14173501,24698,,,change mapping to CL 14173501
14173501,24699,,,change mapping to CL 14173501
14173474,24701,,,change mapping to CL 14173474
14173472,24702,,,change mapping to CL 14173472
14173472,24703,,,change mapping to CL 14173472
20112861,24705,,,change mapping to CL 20112861
20112861,24706,,,change mapping to CL 20112861
20044957,24723,,,change mapping to CL 20044957
13503333,24735,,,change mapping to CL 13503333
20051328,24738,,,change mapping to CL 20051328
20117785,24743,,,change mapping to CL 20117785
30001937,24749,,,change mapping to CL 30001937
20232428,24758,,,change mapping to CL 20232428
20232428,24759,,,change mapping to CL 20232428
30067955,24774,,,change mapping to CL 30067955
446094,24795,,,change mapping to CL 446094
30100525,24816,,,change mapping to CL 30100525
20080133,24838,,,change mapping to CL 20080133
20080133,24839,,,change mapping to CL 20080133
20042132,24845,,,change mapping to CL 20042132
30098161,24848,,,change mapping to CL 30098161
30098161,24849,,,change mapping to CL 30098161
30062897,24869,,,change mapping to CL 30062897
30062897,24871,,,change mapping to CL 30062897
20046644,24873,,,change mapping to CL 20046644
20046644,24874,,,change mapping to CL 20046644
